"purchase_id";"user_id";"item_type";"item_id";"quantity";"total_price";"purchase_date"
4139;920;"pen";49;5;423.74;"2025-05-09 22:59:29"
4140;252;"pen";65;2;335.04;"2025-05-09 22:59:29"
4141;170;"pen";80;5;77.1;"2025-05-09 22:59:29"
4142;602;"notebook";45;2;125.21;"2025-05-09 22:59:29"
4143;276;"book";46;3;281.92;"2025-05-09 22:59:29"
4144;190;"book";44;1;156.69;"2025-05-09 22:59:29"
4145;429;"book";76;3;367.46;"2025-05-09 22:59:29"
4146;717;"pen";3;5;486.37;"2025-05-09 22:59:29"
4147;415;"pen";22;5;190.92;"2025-05-09 22:59:29"
4148;230;"pen";7;1;450.27;"2025-05-09 22:59:29"
4149;95;"pen";50;1;148.37;"2025-05-09 22:59:29"
4150;867;"notebook";93;4;49.63;"2025-05-09 22:59:29"
4151;873;"book";19;4;436.56;"2025-05-09 22:59:29"
4152;540;"book";84;2;28.29;"2025-05-09 22:59:29"
4153;626;"book";20;1;150.92;"2025-05-09 22:59:29"
4154;140;"notebook";75;5;312.92;"2025-05-09 22:59:29"
4155;534;"book";2;3;378.94;"2025-05-09 22:59:29"
4156;246;"book";16;3;99.61;"2025-05-09 22:59:29"
4157;94;"book";8;2;370.82;"2025-05-09 22:59:29"
4158;147;"pen";34;1;382.3;"2025-05-09 22:59:29"
4159;456;"pen";42;1;482.61;"2025-05-09 22:59:29"
4160;6;"notebook";63;1;148.54;"2025-05-09 22:59:29"
4161;992;"book";71;3;428.23;"2025-05-09 22:59:29"
4162;531;"pen";88;5;431.74;"2025-05-09 22:59:29"
4163;278;"pen";52;4;50.25;"2025-05-09 22:59:29"
4164;543;"book";91;5;236.01;"2025-05-09 22:59:29"
4165;620;"notebook";62;4;279.84;"2025-05-09 22:59:29"
4166;944;"notebook";93;3;268.75;"2025-05-09 22:59:29"
4167;568;"book";76;5;262.92;"2025-05-09 22:59:29"
4168;47;"notebook";5;1;141.78;"2025-05-09 22:59:29"
4169;21;"book";68;1;224.19;"2025-05-09 22:59:29"
4170;367;"notebook";22;2;82.62;"2025-05-09 22:59:29"
4171;854;"pen";89;3;218.73;"2025-05-09 22:59:29"
4172;834;"notebook";16;1;60.9;"2025-05-09 22:59:29"
4173;275;"book";59;2;71.08;"2025-05-09 22:59:29"
4174;169;"pen";13;1;178.81;"2025-05-09 22:59:29"
4175;688;"book";38;1;45.7;"2025-05-09 22:59:29"
4176;518;"book";99;2;50.94;"2025-05-09 22:59:29"
4177;19;"notebook";72;1;381.75;"2025-05-09 22:59:29"
4178;638;"book";2;2;234.54;"2025-05-09 22:59:29"
4179;878;"pen";58;4;366.43;"2025-05-09 22:59:29"
4180;994;"pen";69;4;197.57;"2025-05-09 22:59:29"
4181;291;"notebook";15;1;196.42;"2025-05-09 22:59:29"
4182;947;"pen";89;2;247.59;"2025-05-09 22:59:29"
4183;269;"notebook";21;5;253.62;"2025-05-09 22:59:29"
4184;514;"book";62;1;137.62;"2025-05-09 22:59:29"
4185;234;"book";39;2;40.77;"2025-05-09 22:59:29"
4186;365;"pen";69;4;225.44;"2025-05-09 22:59:29"
4187;700;"book";20;4;363.99;"2025-05-09 22:59:29"
4188;772;"pen";99;1;97.41;"2025-05-09 22:59:29"
4189;370;"notebook";55;2;339.96;"2025-05-09 22:59:29"
4190;690;"pen";93;5;266.59;"2025-05-09 22:59:29"
4191;720;"book";63;5;43.81;"2025-05-09 22:59:29"
4192;592;"pen";74;3;133.74;"2025-05-09 22:59:29"
4193;900;"notebook";23;4;25.51;"2025-05-09 22:59:29"
4194;726;"notebook";57;1;207.56;"2025-05-09 22:59:29"
4195;462;"notebook";60;1;367.71;"2025-05-09 22:59:29"
4196;182;"pen";49;3;370.48;"2025-05-09 22:59:29"
4197;262;"pen";57;4;111.6;"2025-05-09 22:59:29"
4198;330;"notebook";82;5;270.77;"2025-05-09 22:59:29"
4199;915;"notebook";82;1;375.03;"2025-05-09 22:59:29"
4200;243;"pen";80;1;214.15;"2025-05-09 22:59:29"
4201;40;"pen";76;5;285.94;"2025-05-09 22:59:29"
4202;113;"notebook";92;5;211.2;"2025-05-09 22:59:29"
4203;905;"pen";53;5;119.77;"2025-05-09 22:59:29"
4204;604;"book";56;1;293.2;"2025-05-09 22:59:29"
4205;64;"notebook";97;3;57.0;"2025-05-09 22:59:29"
4206;386;"notebook";16;4;52.94;"2025-05-09 22:59:29"
4207;562;"book";27;3;149.67;"2025-05-09 22:59:29"
4208;519;"book";2;3;337.55;"2025-05-09 22:59:29"
4209;445;"notebook";60;4;106.82;"2025-05-09 22:59:29"
4210;482;"pen";45;2;318.14;"2025-05-09 22:59:29"
4211;41;"notebook";97;5;349.84;"2025-05-09 22:59:29"
4212;139;"notebook";49;2;474.0;"2025-05-09 22:59:29"
4213;551;"notebook";64;3;315.77;"2025-05-09 22:59:29"
4214;845;"pen";11;4;174.36;"2025-05-09 22:59:29"
4215;90;"pen";45;4;259.21;"2025-05-09 22:59:29"
4216;979;"book";63;3;145.81;"2025-05-09 22:59:29"
4217;413;"book";66;5;436.14;"2025-05-09 22:59:29"
4218;312;"pen";67;5;426.24;"2025-05-09 22:59:29"
4219;807;"pen";14;4;461.44;"2025-05-09 22:59:29"
4220;938;"pen";29;4;109.25;"2025-05-09 22:59:29"
4221;686;"book";25;4;427.57;"2025-05-09 22:59:29"
4222;723;"book";98;3;448.2;"2025-05-09 22:59:29"
4223;837;"notebook";20;4;360.36;"2025-05-09 22:59:29"
4224;417;"pen";81;2;410.62;"2025-05-09 22:59:29"
4225;823;"pen";31;3;263.6;"2025-05-09 22:59:29"
4226;689;"book";6;5;155.3;"2025-05-09 22:59:29"
4227;884;"notebook";19;3;394.43;"2025-05-09 22:59:29"
4228;836;"pen";28;4;50.35;"2025-05-09 22:59:29"
4229;650;"book";13;3;351.72;"2025-05-09 22:59:29"
4230;342;"book";10;4;272.08;"2025-05-09 22:59:29"
4231;439;"pen";31;2;484.92;"2025-05-09 22:59:29"
4232;163;"notebook";68;2;67.37;"2025-05-09 22:59:29"
4233;576;"notebook";15;1;329.4;"2025-05-09 22:59:29"
4234;302;"book";11;5;57.94;"2025-05-09 22:59:29"
4235;636;"notebook";93;1;380.83;"2025-05-09 22:59:29"
4236;782;"pen";3;4;331.27;"2025-05-09 22:59:29"
4237;109;"book";24;1;300.02;"2025-05-09 22:59:29"
4238;759;"notebook";12;2;452.5;"2025-05-09 22:59:29"
4239;399;"notebook";11;2;407.12;"2025-05-09 22:59:29"
4240;821;"pen";49;2;420.35;"2025-05-09 22:59:29"
4241;1;"pen";59;4;301.44;"2025-05-09 22:59:29"
4242;581;"notebook";3;2;94.32;"2025-05-09 22:59:29"
4243;396;"book";3;4;423.94;"2025-05-09 22:59:29"
4244;558;"notebook";87;4;411.04;"2025-05-09 22:59:29"
4245;496;"book";78;4;157.48;"2025-05-09 22:59:29"
4246;988;"pen";78;5;473.02;"2025-05-09 22:59:29"
4247;953;"book";2;3;370.75;"2025-05-09 22:59:29"
4248;55;"book";88;2;493.88;"2025-05-09 22:59:29"
4249;466;"notebook";90;3;48.19;"2025-05-09 22:59:29"
4250;120;"notebook";45;1;374.18;"2025-05-09 22:59:29"
4251;642;"notebook";13;3;309.77;"2025-05-09 22:59:29"
4252;596;"book";54;5;323.81;"2025-05-09 22:59:29"
4253;863;"pen";37;5;66.55;"2025-05-09 22:59:29"
4254;877;"book";94;3;356.58;"2025-05-09 22:59:29"
4255;545;"book";4;1;136.33;"2025-05-09 22:59:29"
4256;23;"book";61;4;78.96;"2025-05-09 22:59:29"
4257;166;"pen";25;2;199.0;"2025-05-09 22:59:29"
4258;841;"book";13;5;452.33;"2025-05-09 22:59:29"
4259;485;"notebook";3;2;199.48;"2025-05-09 22:59:29"
4260;822;"book";11;2;261.44;"2025-05-09 22:59:29"
4261;428;"pen";81;4;345.92;"2025-05-09 22:59:29"
4262;29;"pen";78;1;292.56;"2025-05-09 22:59:29"
4263;307;"pen";98;5;137.62;"2025-05-09 22:59:29"
4264;515;"notebook";21;4;317.16;"2025-05-09 22:59:29"
4265;455;"book";3;4;458.66;"2025-05-09 22:59:29"
4266;998;"notebook";14;2;149.89;"2025-05-09 22:59:29"
4267;694;"pen";23;5;380.12;"2025-05-09 22:59:29"
4268;860;"book";31;1;480.7;"2025-05-09 22:59:29"
4269;359;"book";53;4;159.57;"2025-05-09 22:59:29"
4270;806;"book";9;5;447.53;"2025-05-09 22:59:29"
4271;868;"notebook";19;1;277.88;"2025-05-09 22:59:29"
4272;742;"pen";69;3;102.92;"2025-05-09 22:59:29"
4273;891;"pen";40;1;381.75;"2025-05-09 22:59:29"
4274;475;"book";88;4;432.57;"2025-05-09 22:59:29"
4275;191;"book";48;4;180.81;"2025-05-09 22:59:29"
4276;645;"pen";31;1;358.87;"2025-05-09 22:59:29"
4277;383;"book";76;2;488.02;"2025-05-09 22:59:29"
4278;288;"book";73;2;472.61;"2025-05-09 22:59:29"
4279;177;"book";44;1;405.98;"2025-05-09 22:59:29"
4280;917;"notebook";43;1;358.33;"2025-05-09 22:59:29"
4281;787;"notebook";73;4;194.28;"2025-05-09 22:59:29"
4282;957;"notebook";63;5;212.91;"2025-05-09 22:59:29"
4283;444;"pen";28;5;291.63;"2025-05-09 22:59:29"
4284;968;"book";41;2;301.68;"2025-05-09 22:59:29"
4285;946;"notebook";64;3;316.09;"2025-05-09 22:59:29"
4286;526;"pen";20;1;31.02;"2025-05-09 22:59:29"
4287;267;"notebook";8;5;68.51;"2025-05-09 22:59:29"
4288;188;"notebook";56;5;245.23;"2025-05-09 22:59:29"
4289;465;"notebook";13;5;493.47;"2025-05-09 22:59:29"
4290;156;"book";66;2;276.65;"2025-05-09 22:59:29"
4291;495;"notebook";46;5;369.82;"2025-05-09 22:59:29"
4292;299;"book";87;4;400.48;"2025-05-09 22:59:29"
4293;282;"notebook";37;5;427.61;"2025-05-09 22:59:29"
4294;829;"book";87;3;391.09;"2025-05-09 22:59:29"
4295;205;"pen";99;3;368.25;"2025-05-09 22:59:29"
4296;919;"book";2;5;391.63;"2025-05-09 22:59:29"
4297;622;"notebook";63;1;459.23;"2025-05-09 22:59:29"
4298;987;"book";77;3;192.76;"2025-05-09 22:59:29"
4299;633;"book";16;1;338.78;"2025-05-09 22:59:29"
4300;506;"book";32;4;467.67;"2025-05-09 22:59:29"
4301;989;"pen";92;3;21.44;"2025-05-09 22:59:29"
4302;155;"pen";19;3;181.76;"2025-05-09 22:59:29"
4303;464;"book";98;5;176.91;"2025-05-09 22:59:29"
4304;220;"book";72;1;225.98;"2025-05-09 22:59:29"
4305;356;"notebook";98;2;302.55;"2025-05-09 22:59:29"
4306;583;"book";56;3;49.97;"2025-05-09 22:59:29"
4307;228;"notebook";60;4;312.69;"2025-05-09 22:59:29"
4308;932;"book";36;4;145.26;"2025-05-09 22:59:29"
4309;452;"pen";1;5;325.33;"2025-05-09 22:59:29"
4310;217;"pen";17;3;192.88;"2025-05-09 22:59:29"
4311;684;"book";60;3;446.25;"2025-05-09 22:59:29"
4312;798;"notebook";59;2;79.28;"2025-05-09 22:59:29"
4313;71;"pen";41;2;198.33;"2025-05-09 22:59:29"
4314;885;"notebook";68;3;193.99;"2025-05-09 22:59:29"
4315;509;"pen";6;5;334.33;"2025-05-09 22:59:29"
4316;677;"pen";9;1;311.15;"2025-05-09 22:59:29"
4317;401;"pen";94;5;105.29;"2025-05-09 22:59:29"
4318;368;"notebook";30;3;460.34;"2025-05-09 22:59:29"
4319;362;"notebook";78;1;247.84;"2025-05-09 22:59:29"
4320;436;"notebook";24;2;33.19;"2025-05-09 22:59:29"
4321;790;"book";81;3;459.03;"2025-05-09 22:59:29"
4322;815;"book";15;1;247.25;"2025-05-09 22:59:29"
4323;247;"notebook";91;5;426.59;"2025-05-09 22:59:29"
4324;114;"pen";1;3;201.36;"2025-05-09 22:59:29"
4325;986;"pen";41;3;52.74;"2025-05-09 22:59:29"
4326;942;"book";6;1;151.15;"2025-05-09 22:59:29"
4327;50;"book";97;2;373.62;"2025-05-09 22:59:29"
4328;930;"notebook";42;5;109.41;"2025-05-09 22:59:29"
4329;375;"pen";13;3;243.79;"2025-05-09 22:59:29"
4330;524;"notebook";98;5;118.2;"2025-05-09 22:59:29"
4331;695;"pen";43;2;56.62;"2025-05-09 22:59:29"
4332;227;"pen";98;5;375.28;"2025-05-09 22:59:29"
4333;788;"notebook";36;1;496.3;"2025-05-09 22:59:29"
4334;537;"notebook";69;4;22.67;"2025-05-09 22:59:29"
4335;457;"book";36;5;246.99;"2025-05-09 22:59:29"
4336;752;"notebook";1;5;400.95;"2025-05-09 22:59:29"
4337;380;"book";9;1;250.99;"2025-05-09 22:59:29"
4338;736;"book";56;4;43.85;"2025-05-09 22:59:29"
4339;126;"book";35;2;429.85;"2025-05-09 22:59:29"
4340;340;"book";22;3;156.6;"2025-05-09 22:59:29"
4341;59;"notebook";79;4;114.33;"2025-05-09 22:59:29"
4342;530;"notebook";99;1;401.5;"2025-05-09 22:59:29"
4343;149;"pen";32;5;404.39;"2025-05-09 22:59:29"
4344;571;"book";46;4;183.38;"2025-05-09 22:59:29"
4345;133;"pen";66;4;94.76;"2025-05-09 22:59:29"
4346;813;"notebook";44;1;338.75;"2025-05-09 22:59:29"
4347;400;"notebook";85;5;64.49;"2025-05-09 22:59:29"
4348;613;"notebook";47;1;402.36;"2025-05-09 22:59:29"
4349;167;"notebook";5;3;325.31;"2025-05-09 22:59:29"
4350;535;"pen";83;3;430.18;"2025-05-09 22:59:29"
4351;730;"notebook";88;4;11.04;"2025-05-09 22:59:29"
4352;902;"notebook";13;1;141.07;"2025-05-09 22:59:29"
4353;996;"notebook";100;1;292.49;"2025-05-09 22:59:29"
4354;608;"pen";97;1;48.57;"2025-05-09 22:59:29"
4355;508;"notebook";85;4;156.59;"2025-05-09 22:59:29"
4356;664;"book";11;5;126.46;"2025-05-09 22:59:29"
4357;703;"pen";61;4;152.11;"2025-05-09 22:59:29"
4358;511;"pen";10;4;119.07;"2025-05-09 22:59:29"
4359;168;"book";37;4;430.51;"2025-05-09 22:59:29"
4360;97;"notebook";6;3;168.59;"2025-05-09 22:59:29"
4361;438;"book";66;5;255.4;"2025-05-09 22:59:29"
4362;652;"notebook";64;4;287.63;"2025-05-09 22:59:29"
4363;285;"notebook";5;5;390.39;"2025-05-09 22:59:29"
4364;79;"notebook";34;5;194.16;"2025-05-09 22:59:29"
4365;533;"book";13;5;24.81;"2025-05-09 22:59:29"
4366;207;"pen";44;4;461.35;"2025-05-09 22:59:29"
4367;665;"notebook";63;1;254.8;"2025-05-09 22:59:29"
4368;343;"book";91;4;376.09;"2025-05-09 22:59:29"
4369;397;"pen";3;1;399.29;"2025-05-09 22:59:29"
4370;474;"pen";85;5;492.72;"2025-05-09 22:59:29"
4371;346;"book";8;4;279.8;"2025-05-09 22:59:29"
4372;255;"pen";80;3;42.48;"2025-05-09 22:59:29"
4373;410;"notebook";15;1;75.11;"2025-05-09 22:59:29"
4374;768;"book";24;1;111.45;"2025-05-09 22:59:29"
4375;273;"pen";85;4;134.97;"2025-05-09 22:59:29"
4376;879;"notebook";22;1;358.63;"2025-05-09 22:59:29"
4377;391;"pen";63;1;196.25;"2025-05-09 22:59:29"
4378;605;"notebook";65;5;374.35;"2025-05-09 22:59:29"
4379;577;"notebook";37;1;135.69;"2025-05-09 22:59:29"
4380;773;"book";59;4;380.49;"2025-05-09 22:59:29"
4381;681;"notebook";13;3;287.97;"2025-05-09 22:59:29"
4382;93;"book";66;1;174.95;"2025-05-09 22:59:29"
4383;890;"pen";51;1;263.02;"2025-05-09 22:59:29"
4384;412;"pen";29;4;424.17;"2025-05-09 22:59:29"
4385;250;"notebook";46;2;55.79;"2025-05-09 22:59:29"
4386;251;"pen";66;3;297.21;"2025-05-09 22:59:29"
4387;183;"pen";26;1;243.34;"2025-05-09 22:59:29"
4388;757;"book";80;2;432.7;"2025-05-09 22:59:29"
4389;569;"pen";22;2;166.39;"2025-05-09 22:59:29"
4390;654;"pen";14;2;303.27;"2025-05-09 22:59:29"
4391;45;"notebook";21;4;222.83;"2025-05-09 22:59:29"
4392;175;"pen";45;1;257.7;"2025-05-09 22:59:29"
4393;85;"book";62;1;112.36;"2025-05-09 22:59:29"
4394;56;"book";40;5;354.74;"2025-05-09 22:59:29"
4395;502;"pen";78;1;203.96;"2025-05-09 22:59:29"
4396;651;"pen";55;1;395.69;"2025-05-09 22:59:29"
4397;687;"notebook";6;2;460.18;"2025-05-09 22:59:29"
4398;305;"notebook";99;1;190.44;"2025-05-09 22:59:29"
4399;235;"pen";17;5;446.77;"2025-05-09 22:59:29"
4400;950;"notebook";42;4;455.16;"2025-05-09 22:59:29"
4401;706;"pen";51;3;212.58;"2025-05-09 22:59:29"
4402;231;"book";32;4;116.59;"2025-05-09 22:59:29"
4403;595;"book";33;1;71.47;"2025-05-09 22:59:29"
4404;965;"pen";51;4;210.04;"2025-05-09 22:59:29"
4405;708;"notebook";24;1;433.67;"2025-05-09 22:59:29"
4406;579;"notebook";28;3;256.1;"2025-05-09 22:59:29"
4407;116;"book";4;5;124.81;"2025-05-09 22:59:29"
4408;630;"pen";10;4;346.13;"2025-05-09 22:59:29"
4409;661;"book";19;4;162.36;"2025-05-09 22:59:29"
4410;716;"book";26;3;51.95;"2025-05-09 22:59:29"
4411;9;"notebook";32;3;98.67;"2025-05-09 22:59:29"
4412;560;"pen";62;1;75.5;"2025-05-09 22:59:29"
4413;48;"book";97;4;102.68;"2025-05-09 22:59:29"
4414;186;"book";89;1;34.31;"2025-05-09 22:59:29"
4415;724;"notebook";1;3;350.44;"2025-05-09 22:59:29"
4416;637;"notebook";14;1;151.48;"2025-05-09 22:59:29"
4417;184;"book";29;2;382.15;"2025-05-09 22:59:29"
4418;99;"notebook";90;5;68.9;"2025-05-09 22:59:29"
4419;718;"notebook";26;1;358.07;"2025-05-09 22:59:29"
4420;129;"book";23;2;456.35;"2025-05-09 22:59:29"
4421;296;"pen";27;3;455.03;"2025-05-09 22:59:29"
4422;765;"notebook";84;3;370.56;"2025-05-09 22:59:29"
4423;364;"book";45;2;414.08;"2025-05-09 22:59:29"
4424;258;"pen";67;1;134.15;"2025-05-09 22:59:29"
4425;473;"book";81;4;63.31;"2025-05-09 22:59:29"
4426;728;"pen";78;4;400.71;"2025-05-09 22:59:29"
4427;115;"book";16;3;345.51;"2025-05-09 22:59:29"
4428;683;"book";66;5;141.82;"2025-05-09 22:59:29"
4429;108;"notebook";23;4;406.41;"2025-05-09 22:59:29"
4430;442;"notebook";37;5;352.33;"2025-05-09 22:59:29"
4431;814;"pen";97;1;61.37;"2025-05-09 22:59:29"
4432;647;"pen";28;5;191.09;"2025-05-09 22:59:29"
4433;719;"book";51;3;141.58;"2025-05-09 22:59:29"
4434;179;"notebook";56;4;93.6;"2025-05-09 22:59:29"
4435;210;"pen";23;3;388.57;"2025-05-09 22:59:29"
4436;204;"pen";64;1;96.9;"2025-05-09 22:59:29"
4437;529;"notebook";63;4;132.87;"2025-05-09 22:59:29"
4438;416;"pen";16;4;324.62;"2025-05-09 22:59:29"
4439;404;"pen";83;1;463.82;"2025-05-09 22:59:29"
4440;766;"pen";16;4;334.56;"2025-05-09 22:59:29"
4441;816;"pen";17;3;94.96;"2025-05-09 22:59:29"
4442;789;"book";81;2;413.08;"2025-05-09 22:59:29"
4443;621;"pen";35;4;63.13;"2025-05-09 22:59:29"
4444;111;"pen";98;5;284.87;"2025-05-09 22:59:29"
4445;824;"book";88;1;316.25;"2025-05-09 22:59:29"
4446;838;"notebook";98;5;470.57;"2025-05-09 22:59:29"
4447;72;"notebook";7;5;390.51;"2025-05-09 22:59:29"
4448;966;"notebook";17;1;119.72;"2025-05-09 22:59:29"
4449;504;"notebook";74;4;452.78;"2025-05-09 22:59:29"
4450;1000;"pen";58;5;407.83;"2025-05-09 22:59:29"
4451;261;"pen";25;2;148.55;"2025-05-09 22:59:29"
4452;223;"notebook";20;3;120.42;"2025-05-09 22:59:29"
4453;951;"pen";50;1;201.13;"2025-05-09 22:59:29"
4454;738;"pen";96;3;274.65;"2025-05-09 22:59:29"
4455;84;"book";72;4;331.47;"2025-05-09 22:59:29"
4456;265;"book";7;2;149.24;"2025-05-09 22:59:29"
4457;187;"pen";84;3;169.76;"2025-05-09 22:59:29"
4458;195;"notebook";68;3;407.62;"2025-05-09 22:59:29"
4459;912;"pen";39;5;463.05;"2025-05-09 22:59:29"
4460;409;"book";15;1;208.73;"2025-05-09 22:59:29"
4461;843;"pen";42;3;118.43;"2025-05-09 22:59:29"
4462;326;"pen";48;3;35.13;"2025-05-09 22:59:29"
4463;128;"notebook";70;1;337.71;"2025-05-09 22:59:29"
4464;745;"notebook";49;4;128.16;"2025-05-09 22:59:29"
4465;609;"notebook";20;1;273.3;"2025-05-09 22:59:29"
4466;835;"pen";46;3;390.64;"2025-05-09 22:59:29"
4467;135;"pen";68;3;463.51;"2025-05-09 22:59:29"
4468;10;"notebook";47;4;270.57;"2025-05-09 22:59:29"
4469;58;"book";91;4;222.31;"2025-05-09 22:59:29"
4470;344;"book";8;3;276.83;"2025-05-09 22:59:29"
4471;839;"book";67;1;344.59;"2025-05-09 22:59:29"
4472;62;"book";2;1;63.02;"2025-05-09 22:59:29"
4473;373;"pen";94;2;402.35;"2025-05-09 22:59:29"
4474;810;"book";80;5;442.2;"2025-05-09 22:59:29"
4475;795;"notebook";62;3;345.44;"2025-05-09 22:59:29"
4476;355;"notebook";51;4;186.39;"2025-05-09 22:59:29"
4477;453;"pen";33;2;23.07;"2025-05-09 22:59:29"
4478;369;"pen";54;1;495.45;"2025-05-09 22:59:29"
4479;859;"pen";98;1;331.59;"2025-05-09 22:59:29"
4480;213;"notebook";68;3;435.32;"2025-05-09 22:59:29"
4481;914;"pen";45;2;284.0;"2025-05-09 22:59:29"
4482;763;"notebook";66;2;252.88;"2025-05-09 22:59:29"
4483;441;"pen";49;4;363.8;"2025-05-09 22:59:29"
4484;673;"notebook";37;4;260.57;"2025-05-09 22:59:29"
4485;336;"pen";40;5;458.13;"2025-05-09 22:59:29"
4486;500;"book";82;4;140.78;"2025-05-09 22:59:29"
4487;189;"book";73;2;237.68;"2025-05-09 22:59:29"
4488;731;"book";26;2;381.0;"2025-05-09 22:59:29"
4489;242;"notebook";5;4;39.45;"2025-05-09 22:59:29"
4490;159;"pen";73;3;151.32;"2025-05-09 22:59:29"
4491;387;"notebook";93;4;36.93;"2025-05-09 22:59:29"
4492;366;"notebook";69;3;248.65;"2025-05-09 22:59:29"
4493;746;"notebook";11;4;305.54;"2025-05-09 22:59:29"
4494;361;"pen";52;3;220.32;"2025-05-09 22:59:29"
4495;990;"pen";49;2;189.86;"2025-05-09 22:59:29"
4496;758;"notebook";61;4;76.4;"2025-05-09 22:59:29"
4497;181;"book";16;5;375.55;"2025-05-09 22:59:29"
4498;853;"book";77;2;454.69;"2025-05-09 22:59:29"
4499;817;"notebook";32;1;429.7;"2025-05-09 22:59:29"
4500;314;"notebook";43;4;145.82;"2025-05-09 22:59:29"
4501;644;"book";49;4;351.96;"2025-05-09 22:59:29"
4502;87;"pen";91;4;462.17;"2025-05-09 22:59:29"
4503;751;"pen";39;4;495.35;"2025-05-09 22:59:29"
4504;197;"book";37;4;499.16;"2025-05-09 22:59:29"
4505;739;"book";70;1;97.43;"2025-05-09 22:59:29"
4506;655;"notebook";16;3;176.96;"2025-05-09 22:59:29"
4507;106;"book";8;2;213.95;"2025-05-09 22:59:29"
4508;699;"book";21;4;90.79;"2025-05-09 22:59:29"
4509;611;"pen";29;4;422.54;"2025-05-09 22:59:29"
4510;260;"notebook";48;2;216.86;"2025-05-09 22:59:29"
4511;102;"book";76;4;307.24;"2025-05-09 22:59:29"
4512;37;"notebook";71;2;438.56;"2025-05-09 22:59:29"
4513;945;"book";31;5;428.05;"2025-05-09 22:59:29"
4514;74;"pen";50;2;397.63;"2025-05-09 22:59:29"
4515;781;"book";55;1;125.68;"2025-05-09 22:59:29"
4516;923;"pen";59;5;450.71;"2025-05-09 22:59:29"
4517;173;"notebook";87;1;194.82;"2025-05-09 22:59:29"
4518;666;"book";37;5;265.86;"2025-05-09 22:59:29"
